Produto,Descricao,Localizacao,Familia,Estoque,Venda,Un
LSS39,KIT SUPORTE TRAVA ELETRICA FOX 2010/ 4 PORTAS,M3-16,ALART,2,"61,10",PC
65002B,KIT SUPORTE TRAVA ELETRICA GOL G5 4PT,M3-08,ALART,0,"61,37",PC
7204604,KIT SUPORTE TRAVA ELETRICA PALIO 2PT TDS FR3,M3-03,ALART,0,"36,76",PC
72046054,KIT SUPORTE TRAVA ELETRICA PALIO 4PT TDS FR3,M3-01,ALART,4,"55,79",PC
16750230009,KIT SUPORTE TRAVA ELETRICA PEUGEOT 2PTS FR3,M3-09,ALART,1,"29,35",PC
7204646,KIT SUPORTE TRAVA ELETRICA UNO NOVO 4 PTAS 2010,M3-05,ALART,1,"101,39",JG
7204614,KIT SUPORTE TRAVA GOL/PARAT/GII/GIII 2PT,M3-15,ALART,0,"40,02",PC
7204615,KIT SUPORTE TRAVA GOL/PARAT/GII/GIII 4PT,M3-15,ALART,4,"39,69",PC
7204652,KIT SUPORTE TRAVA PORTA MALA PALIO 97/2001 2/4 PTS,M3-02,ALART,4,"45,36",JG
FTS4MN,KIT TRAVA ELET STRADA 2021/ 4PTA,,ALART,1,"496,98",PC
420011,KIT TRAVA ELETR FIES/ECOS/PALIO/CELTA/UNO 11/ 4PTA,A-9,ALART,1,"346,84",PC
12900001,KIT TRAVA ELETRICA 2P (UNIVERSAL),A-9,ALART,0,"100,52",PC
12901001,KIT TRAVA ELETRICA 4P (UNIVERSAL),A-8,ALART,5,"118,59",PC
420026,KIT TRAVA ELETRICA CORSA CLASSIC ORIGINAL,A-7,ALART,0,"210,78",PC
90577,KIT TRAVA ELETRICA GOL/PARATI/FOX 4PTA,A-7,ALART,1,"365,80",PC
90576,KIT TRAVA ELETRICA GOL/VOYAGE G5 4PTA,A-7,ALART,1,"447,91",PC
FTMN001,KIT TRAVA ELETRICA NOVO PALIO 2012/,,ALART,0,"249,58",PC
002062,KIT TRAVA ONIX 4PTA,,ALART,0,"461,79",PC
TW4UP,KIT TRAVA ORIGINAL UP 4PTA,,ALART,0,"254,10",PC
TP2MN,KIT TRAVA PALIO/STRADA/CELTA 06/KA/NOVO UNO 2PTA,A-9,ALART,0,"218,05",PC
FTS2MN,KIT TRAVA STRADA 2021/ 2 PORTAS,,ALART,0,"288,52",PC
2413,MICRO CHAVE ACIONAMENTO ALARME GM,,ALART,58,"8,59",PC
2412,MICRO CHAVE ACIONAMENTO ALARME VW,,ALART,81,"8,59",PC
2589,MICRO CHAVE ACIONAMENTO ALARME VW/TOYOTA/RENAULT,,ALART,33,"8,59",PC
1890,MICRO CHAVE ASTRA/VECTRA,,ALART,19,"8,00",PC
PARK4.21DZ,MODULO DE RETROVIS/VIDRO HILUX TURY,,ALART,3,"956,25",PC
TR111,MODULO DE TRAVA TR111 E VIDRO,,ALART,2,"202,91",PC
FX42+,MODULO DE VIDRO 2 PORTAS ABERTURA E FECHAMENTO,,ALART,1,"128,07",PC
LV103,MODULO DE VIDRO 2 PORTAS FECHAMENTO (FX21),,ALART,5,"171,99",PC
FW44,MODULO DE VIDRO 4 PORTAS ABERTURA E FECHAMENTO,,ALART,0,"261,47",PC
AW32,MODULO DE VIDRO AW32 (AW22 E AW22RD UNIFICADO,,ALART,0,"198,89",PC
PARK6.9.7DW,MODULO DE VIDRO COROLLA CROSS,,ALART,1,"678,00",PC
LVFC33,MODULO DE VIDRO CRUZE,,ALART,0,"322,17",PC
LV207,MODULO DE VIDRO ELETR LV207 QUANTUM,,ALART,1,"329,77",UN
LV208,MODULO DE VIDRO ELETR LV208 QUANTUM,,ALART,1,"278,18",UN
12089,MODULO DE VIDRO FOX/GOL GV MOD.ORIGINAL,,ALART,0,"226,78",PC
LV8FC48,MODULO DE VIDRO NOVA S-10 TRAIL BLAZER PW42L,,ALART,0,"266,54",PC
5095,MODULO DE VIDRO ORIG PRO4.10AA TURY COBALT,,ALART,0,"600,31",UN
5236,MODULO DE VIDRO ORIG PRO4.77DB TURY HILUX 2016/,,ALART,0,"754,57",UN
12189,MODULO DE VIDRO R4D SONIC,,ALART,0,"240,12",PC
AW22,MODULO DE VIDRO SOFT AW22,,ALART,0,"169,79",PC
DFX22,MODULO FLEXTRON,,ALART,0,"157,41",PC
FDW22BE,MODULO FLEXTRON RD,,ALART,0,"157,41",PC
4.21DZ,MODULO HILUX SW4 VIDROS E RETROVISOR 17/,,ALART,0,"892,32",PC
6721,MODULO ILUMINACAO ENGATE,,ALART,10,"131,78",PC
OBD01,MODULO OBD CRUZE FLEXTRON,,ALART,0,"320,63",PC
LV200,MODULO PARA VIDRO ELETRICO 2 PORTAS UNVERSAL,FR3,ALART,3,"130,87",PC
LV108,MODULO PARA VIDRO ELETRICO 4 PORTAS UNIVERSAL,FR3,ALART,9,"240,80",PC
PW42L,MODULO PW42,,ALART,0,"84,89",PC
AW52,MODULO SOFT AW52,,ALART,23,"186,78",PC
LV112,MODULO SUBIDA DE VIDRO/REBATIMENTO RETROVISOR,,ALART,1,"165,15",PC
TR20,MODULO TR20 TRAVA ESCRAVO,,ALART,12,"70,00",PC
5299,MODULO TURY FRONTIER 2017/ PRO4.23EE,,ALART,1,"659,74",PC
PRO4.16BG,MODULO VIDRO CITROEN C3 14/19,,ALART,0,"680,00",PC
LV8FC26,MODULO VIDRO COBALT/SPIN/ONIX,,ALART,0,"285,00",PC
PRO4.100,MODULO VIDRO E RETROVISOR DODGE RAM,,ALART,1,"1188,30",PC
DNI2018,MODULO VIDRO GOLF 99/ POLO 03/ VECTRA /2000,,ALART,2,"47,43",PC
LV8FC41,MODULO VIDRO HB20,,ALART,0,"233,45",PC
FTW2,MODULO VIDRO NOVO UNO /IDEA MOD ORIGINAL,,ALART,6,"101,66",
SW276FT,MODULO VIDRO ORIGINAL FIAT PALIO/IDEA/UNO,,ALART,2,"60,64",PC
SW435MC,MODULO VIDRO POSITRON,,ALART,1,"157,66",PC
SW273,MODULO VIDRO POSITRON GOL GV/COROLLA/UNO 2010/,,ALART,1,"157,54",PC
SW272,MODULO VIDRO POSITRON SW272 SUDIDA,,ALART,2,"60,64",PC
LV8FC146,MODULO VIDRO SENTRA 2014/,,ALART,1,"252,87",PC
AW22RD,MODULO VIDRO SOFT BOTAO RESISTIVO,,ALART,0,"169,79",PC
TMV207,MODULO VIDRO TARAMPS ANTIESMAGAMENTO,,ALART,0,"162,27",PC
TW22,MODULO VIDRO UNIVERSAL 2 VIDROS,,ALART,3,"180,00",PC
LV500,MODULO VIDRO UNIVERSAL P/VIDROS ORIGINAIS,,ALART,3,"233,80",PC
PARK5.4.3CT,MODULO VIDRO/RETROVISOR COROLLA 15/19,,ALART,0,"652,63",PC
12185,MOTOR GOL GV ORIGINAL,,ALART,5,"110,00",PC
12184,MOTOR INTERNO TRAVA ELETR GOL GV 90862,M4-44,ALART,25,"88,00",PC
2304,MOTOR INTERNO TRAVA PALIO,,ALART,4,"81,72",PC
CR2016SONY,PILHA CR2016 MARCA SONY,,ALART,134,"12,00",PC
CR2025SONY,PILHA CR2025 MARCA SONY,,ALART,51,"10,46",PC
CR2032SONY,PILHA CR2032 MARCA SONY,,ALART,198,"12,00",PC
2032,PILHA CR2032 PANASONIC,,ALART,1,"10,01",PC
CR2016,PILHA P/ ALARME ACHATADA FR4,FR4,ALART,46,"4,85",PC
CR2032,PILHA P/ ALARME ACHTADA GROSSA,FR4,ALART,19,"4,85",PC
CR2025,PILHA P/ALARME ACHATADA MEDIA,,ALART,41,"4,85",PC
1553,PILHA PARA ALARME ALCALINA,FR4,ALART,47,"8,00",PC
IM18400,RELE P/ACENDIMENTO AUTOMATICO DE FAROIS,,ALART,3,"63,28",PC
DNI4040,SIRENE MINI DNI P/ALARME PIEZOELETRICA,FR3,ALART,7,"52,50",PC
SI700,SIRENE POSITRON 012620000,,ALART,9,"60,00",PC
TP5E,TRAVA ELET DIANT ESQ 5 FIOS FIAT/FORD GM,,ALART,11,"89,86",UN
TP2D,TRAVA ELET DIANT/TRAS DIR,,ALART,1,"74,58",UN
TP2E,TRAVA ELET TRAS ESQ,,ALART,0,"109,15",PC
TWG5D,TRAVA ELETR DIANT DIR 5FIOS GOL G5/FOX,,ALART,3,"100,00",PC
TWGV5E,TRAVA ELETR DIANT ESQ 5 FIOS GOL /FOX,,ALART,4,"95,00",UN
C051,TRAVA ELETRICA 2 FIOS UNIVERSAL,FR3,ALART,33,"25,54",PC
C052A,TRAVA ELETRICA 5 FIOS UNIVERSAL,FR3,ALART,22,"28,00",PC
90334,TRAVA ELETRICA GOL 91/ UNIVERSAL,H-8,ALART,4,"30,32",PC
21797,TRAVA ELETRICA ORIGINAL PORTA MALA FOX GOL GIV,H-8,ALART,1,"170,00",PC
FT5D,TRAVA FECHADURA PALIO ORIGINAL DIANT DIR,,ALART,0,"130,00",PC
FT5E,TRAVA FECHADURA PALIO ORIGINAL DIANT ESQ,,ALART,2,"130,00",PC
FT2D,TRAVA FECHADURA PALIO ORIGINAL TRAS DIR,,ALART,1,"130,00",PC
FT2E,TRAVA FECHADURA PALIO ORIGINAL TRAS ESQ,,ALART,0,"130,00",PC
XC353E651/AA,AMORT,,AMORT,0,"306,55",PC
AMD4761,AMORT DAINT SPRINTER 95/,,AMORT,0,"329,79",PC
93300947,AMORT DIAN GM ASTRA 02.... LADO ESQUERDO,,AMORT,0,"394,14",PC
GP30345M,AMORT DIANT CITROEN C3 DIREITO 03/,,AMORT,0,"574,81",PC
GP30346M,AMORT DIANT CITROEN C3 ESQUERDO 03/,,AMORT,0,"574,81",PC
GL12416,AMORT DIANT F1000 97/98,,AMORT,0,"258,57",PC
MP32227,AMORT DIANT FI FIORINO 91/92 (EXCETO TREKKING),,AMORT,0,"293,65",PC
G32196,AMORT DIANT FI FIORINO TRAK 96/ CARTUCHO,,AMORT,0,"245,88",PC
G32197,AMORT DIANT FI PALIO C/S ABS CARTUCHO,,AMORT,0,"248,60",PC
46738450,AMORT DIANT FI PALIO TDS EXCETO FIRE,,AMORT,0,"290,69",PC
51791057,AMORT DIANT FI PALIO/SIENA 2002...,,AMORT,0,"311,14",PC
97633686,AMORT DIANT FI STRADA 2001/,,AMORT,0,"327,47",PC
51791067,AMORT DIANT FI STRADA FIRE 01... (GP30120),,AMORT,0,"286,30",PC
GP32212,AMORT DIANT FI TEMPRA/SW 1.6/2.0/2.0 16V,,AMORT,0,"454,20",PC
37936,AMORT DIANT FI UNO,,AMORT,0,"202,64",PC
G32191,AMORT DIANT FI UNO 1.6 R 94/97,,AMORT,0,"328,38",PC
MP32225,AMORT DIANT FI UNO 92/ TDS ELBA/PREMIO 89/96,,AMORT,0,"272,82",PC
SE32760,AMORT DIANT FI UNO 92/ TDS ELBA/PREMIO 89/96,,AMORT,0,"249,78",PC
MP27053,AMORT DIANT FI UNO/PREMIO,,AMORT,0,"265,10",PC
3M3518045DB,AMORT DIANT FO COURIER 1.4 16V 97/99,,AMORT,0,"307,46",PC
48108,AMORT DIANT FO COURIER TDS A GAS,,AMORT,0,"315,82",PC
2N1518045AK,AMORT DIANT FO ECOSPORT,,AMORT,0,"313,05",PC
MP27092,AMORT DIANT FO ESCORT HOBBY /96 /GHIA/GL/XR3 /92,,AMORT,0,"315,85",PC
86AU18045/G,AMORT DIANT FO ESCORT/VERONA /92 HOBBY 93/96,,AMORT,0,"252,68",PC
L12750,AMORT DIANT FO F100/F1000 76/92,,AMORT,0,"216,20",PC
TPH413031,AMORT DIANT FO F1000 92...,,AMORT,0,"285,10",PC
XC3518045,AMORT DIANT FO F250/F350,,AMORT,0,"269,34",PC
98FU18045AB,AMORT DIANT FO FIESTA,,AMORT,0,"205,55",PC
6S6518045AB,AMORT DIANT FO FIESTA AMAZON COM BARRA EST.,,AMORT,0,"257,15",PC
2S6518045AJ,AMORT DIANT FO FIESTA AMAZON SEM BARRA EST.,,AMORT,0,"327,75",PC
3S5518045/AA,AMORT DIANT FO KA 1.0 97/ ZETEZ ROCAM,,AMORT,0,"188,11",PC
L12139,AMORT DIANT FO PAMPA,,AMORT,0,"274,41",PC
L13001,AMORT DIANT FO PICK UP RANGER,,AMORT,0,"329,91",PC
L12648,AMORT DIANT GM A40/C40/D40,,AMORT,0,"187,65",PC
93300946,AMORT DIANT GM ASTRA 02....LADO DIREITO,,AMORT,0,"394,08",PC
93247096,AMORT DIANT GM ASTRA DIR,,AMORT,0,"375,80",PC
93247095,AMORT DIANT GM ASTRA ESQ,,AMORT,0,"375,80",PC
94646969,AMORT DIANT GM C10/D10/D20 64/92,,AMORT,0,"198,58",PC
93260719,AMORT DIANT GM CELTA 01/01,,AMORT,0,"244,57",PC
37736,AMORT DIANT GM CHEVETTE,,AMORT,0,"112,28",PC
93287822,AMORT DIANT GM CORSA 00...,,AMORT,0,"317,16",PC
93281358,AMORT DIANT GM CORSA 94/98 CELTA 00...,,AMORT,0,"306,34",PC
93308023,AMORT DIANT GM CORSA II ESQUERDO,,AMORT,0,"293,43",PC
93308022,AMORT DIANT GM CORSA II DIREITO,,AMORT,0,"293,51",PC
93228966,AMORT DIANT GM D20 93/96 SILVERADO,,AMORT,0,"192,85",PC
93233345,AMORT DIANT GM KADET 89/96,,AMORT,0,"245,95",PC
32176,AMORT DIANT GM KADET/IPANEMA,,AMORT,0,"265,09",PC
93307814,AMORT DIANT GM MERIVA 8/16V LD,,AMORT,0,"391,29",PC
93307815,AMORT DIANT GM MERIVA 8/16V LE,,AMORT,0,"391,29",PC
93316170,AMORT DIANT GM MONTANA DIREITO,,AMORT,0,"327,95",PC
93316171,AMORT DIANT GM MONTANA ESQUERDO,,AMORT,0,"327,95",PC
93218913,AMORT DIANT GM MONZA 82/96,,AMORT,0,"243,19",PC
94712415,AMORT DIANT GM S10 4X2 06...CABINA DUPLA,,AMORT,0,"239,26",PC
93253251,AMORT DIANT GM S10 4X2 97/99,,AMORT,0,"219,75",PC
L12122,AMORT DIANT GM S10 4X4,,AMORT,0,"205,62",PC
93279201,AMORT DIANT GM S10 4X4 00/,,AMORT,0,"158,15",PC
93348077,AMORT DIANT GM S10 4X4 06...CABINA DUPLA,,AMORT,0,"231,98",PC
GP30101,AMORT DIANT GM VECTRA 04-96/ DIR MOD NOVO,,AMORT,0,"344,61",PC
93223742,AMORT DIANT GM VECTRA 2.0 8V 94/96,,AMORT,0,"218,86",PC
93316146,AMORT DIANT GM VECTRA 2003/2005 DIR,,AMORT,0,"301,87",PC
93316147,AMORT DIANT GM VECTRA 2003/2005 ESQ,,AMORT,0,"301,87",PC
G32198,AMORT DIANT GM VECTRA 96/ 16V,,AMORT,0,"174,34",PC
93302502,AMORT DIANT GM ZAFIRA 01/ L/DIR,,AMORT,0,"382,31",PC
93302501,AMORT DIANT GM ZAFIRA 01/ L/ESQ,,AMORT,0,"371,30",PC
32208,AMORT DIANT GOL/PAR/SAV TODOS COFAP,,AMORT,0,"187,66",PC
BL1190,AMORT DIANT L200 SPORT 04...,,AMORT,0,"321,56",PC
L12917,AMORT DIANT MB 1113,,AMORT,0,"197,35",PC
BL1161,AMORT DIANT MITSUBISHI L200 4X4 TODAS EXCETO SPORT,,AMORT,0,"276,00",PC
B47427,AMORT DIANT OPALA/CARAVAN 4/6CIL /87,,AMORT,0,"159,19",PC
51796418,AMORT DIANT PALIO WEEKEND LOCKER 09/,,AMORT,0,"415,88",PC
51796417,AMORT DIANT STRADA LOCKER S/ABS,,AMORT,0,"354,98",PC
AMD5784,AMORT DIANT TO COROLLA 02... L/DIREITO,,AMORT,0,"333,87",PC
AMD6784,AMORT DIANT TO COROLLA 02... L/ESQ,,AMORT,0,"333,87",PC
GB48003M,AMORT DIANT TO TOYOTA HILUX 96/,,AMORT,0,"287,20",PC
MP27538,AMORT DIANT UNO WAY TODOS,,AMORT,0,"289,38",PC
B47506,AMORT DIANT VW FUSCA 1300/1500/1600,,AMORT,0,"167,65",PC
23081,AMORT DIANT VW GOL 1.0/1.6/1.8 95/ SENSATRAC,,AMORT,0,"110,84",PC
377412503AE,AMORT DIANT VW GOL/PARATI/SAVEIRO,,AMORT,0,"154,85",PC
37884,AMORT DIANT VW GOL/VOY/PAR/SAV,,AMORT,0,"114,96",PC
MP32286,AMORT DIANT VW GOLF 95/96,,AMORT,0,"325,29",PC
GP32477,AMORT DIANT VW GOLF/AUDI A3 99/ BORA,,AMORT,0,"232,27",PC
B47765,AMORT DIANT VW KOMBI 97/,,AMORT,0,"127,05",PC
ZBC412503A,AMORT DIANT VW SANT/QUANTUM,,AMORT,0,"218,80",PC
325412503/11,AMORT DIANT VW SANTANA 91/,,AMORT,0,"213,83",PC
CB27220,AMORT DIREC D20/SILVERADO/JEEP/TOYOTA CB27138,,AMORT,0,"291,89",PC
22001,AMORT DIREC FUSCA/BRASILIA,,AMORT,0,"98,51",PC
AMD4743,AMORT HO CIVIC 01/02 DIANTEIRO DIREITO,,AMORT,0,"493,63",PC
AMD4744,AMORT HO CIVIC 01/02 DIANTEIRO ESQUERDO,,AMORT,0,"493,63",PC
696275,AMORT MOLA GAS TPA TRAS ASTRA 98/04,,AMORT,0,"92,95",PC
16089,AMORT TAMP TRAS ESCORT C/LIMPADOR TRASEIRO,,AMORT,0,"82,23",PC
16003,AMORT TAMP TRAS FO BELINA II,,AMORT,0,"74,69",PC
16090,AMORT TAMP TRAS FO ESCORT,,AMORT,0,"99,62",PC
16088,AMORT TAMP TRAS FO ESCORT S/LIMP,,AMORT,0,"69,05",PC
96FB/B406A10,AMORT TAMP TRAS FO FIESTA 96/,,AMORT,0,"102,36",PC
16061,AMORT TAMP TRAS GM IPANEMA,,AMORT,0,"73,71",PC
16271,AMORT TAMP TRAS GOL GIII C/LIMPADOR TRAS,,AMORT,0,"55,90",PC
MG16220,AMORT TAMP TRAS P/CAPOTA MARITIMA,,AMORT,0,"73,83",PC
16294,AMORT TAMP TRAS S10/BLAZER 95/,,AMORT,0,"98,05",PC
16246,AMORT TAMP TRAS VW KOMBI 97...,,AMORT,0,"72,56",PC
16042,AMORT TAMP TRAS VW QUANTUM,,AMORT,0,"113,65",PC
16058,AMORT TAMPA MALA KADET,,AMORT,0,"89,19",PC
16266,AMORT TAMPA MALA QUANTUM 91...,,AMORT,0,"136,53",PC
AMD0334,AMORT TRAS CLASSE A 99/,,AMORT,0,"419,63",PC
B47823,AMORT TRAS CORDOBA/GOLF 1.8 GL,,AMORT,0,"262,47",PC
L13000M,AMORT TRAS F250 4X2 XL/XLT SUPER DUTY 98/,,AMORT,0,"303,18",PC
GL12878,AMORT TRAS FI DOBLO ADVENTURE 03/,,AMORT,0,"401,60",PC
GL12475,AMORT TRAS FI MAREA /PALIO WEEK 1.0/1.3 96/,,AMORT,0,"147,34",PC
GBL1119,AMORT TRAS FI PALIO,,AMORT,0,"216,40",PC
GL12380,AMORT TRAS FI STRADA,,AMORT,0,"299,91",PC
50000782,AMORT TRAS FI TEMPRA 93/96 2.0 - 93/98,,AMORT,0,"411,69",PC
G32190,AMORT TRAS FI TEMPRA CARTUCHO,,AMORT,0,"279,09",PC
MP27054,AMORT TRAS FI UNO 84/89 PREMIO,,AMORT,0,"283,56",PC
MP32226,AMORT TRAS FI UNO 93/ TDS,,AMORT,0,"244,40",PC
SE30761,AMORT TRAS FI UNO 93/ TDS,,AMORT,0,"240,97",PC
23203,AMORT TRAS FI UNO MILLE 93/ CARTUCHO,,AMORT,0,"167,20",PC
51764897,AMORT TRAS FI UNO WAY,,AMORT,0,"242,21",PC
B47581,AMORT TRAS FO CORCEL/BELINA,,AMORT,0,"213,04",PC
GBL1078,AMORT TRAS FO COURIER,,AMORT,0,"245,97",PC
3M3518080/BA,AMORT TRAS FO COURIER 1.4 16V 97/99,,AMORT,0,"184,25",PC
41001,AMORT TRAS FO ESC/VERONA/LOGUS/POINTER 95/,,AMORT,0,"183,99",PC
GB47824,AMORT TRAS FO ESCORT ZETEC 16V 97/ GB47851,,AMORT,0,"296,98",PC
MP27093,AMORT TRAS FO ESCORT/VERONA /92 HOBBY /96,,AMORT,0,"301,73",PC
L12613,AMORT TRAS FO F-1000 .../92 TODAS,,AMORT,0,"216,56",PC
XC3518080,AMORT TRAS FO F250/F350,,AMORT,0,"177,66",PC
GB47778,AMORT TRAS FO FIESTA 1.0/1.3,,AMORT,0,"230,89",PC
3S5518K076/B,AMORT TRAS FO KA 97/07 GB47780,,AMORT,0,"237,58",PC
RP090,AMORT TRAS FO MONDEO RECONDICIONADO,,AMORT,0,"178,89",PC
L12916,AMORT TRAS FO PAMPA/TOYOTA,,AMORT,0,"167,09",PC
GL12343,AMORT TRAS FO RANGER,,AMORT,0,"231,13",PC
93258744,AMORT TRAS GM ASTRA 99/,,AMORT,0,"201,26",PC
93233460,AMORT TRAS GM BLAZER/S10 EXCETO 4X4,,AMORT,0,"191,07",PC
37917,AMORT TRAS GM CHEVETE HATCH/CHEVY/MARAJO,,AMORT,0,"107,29",PC
B47530,AMORT TRAS GM CHEVETTE TODOS,,AMORT,0,"172,88",PC
93253363,AMORT TRAS GM CORSA 94/98,,AMORT,0,"201,00",PC
93228390,AMORT TRAS GM CORSA PICK UP 94/,,AMORT,0,"132,38",PC
B47061,AMORT TRAS GM CORSA/CELTA,,AMORT,0,"174,54",PC
L12744,AMORT TRAS GM D10/D20,,AMORT,0,"192,46",PC
94646970,AMORT TRAS GM D10/D20 /92 TDS,,AMORT,0,"198,45",PC
93228967,AMORT TRAS GM D20 93/,,AMORT,0,"233,67",PC
L12135,AMORT TRAS GM D20 93/,,AMORT,0,"252,55",PC
94635195,AMORT TRAS GM D40,,AMORT,0,"212,68",PC
B47753,AMORT TRAS GM IPANEMA,,AMORT,0,"171,68",PC
B47727,AMORT TRAS GM KADETT,,AMORT,0,"203,57",PC
B47480,AMORT TRAS GM MONZA /90,,AMORT,0,"128,64",PC
B47677,AMORT TRAS GM MONZA 91/,,AMORT,0,"163,79",PC
BL1051,AMORT TRAS GM PICK UP CORSA,,AMORT,0,"173,00",PC
93310508,AMORT TRAS GM PICK UP MONTANA TODOS,,AMORT,0,"156,74",PC
94712420,AMORT TRAS GM S10 06/,,AMORT,0,"234,77",PC
93212846,AMORT TRAS GM S10 4X4/4X2 TDS L12412,,AMORT,0,"194,04",PC
B47731,AMORT TRAS GM VECTRA,,AMORT,0,"115,34",PC
93223744,AMORT TRAS GM VECTRA 95/96,,AMORT,0,"151,54",PC
93229861,AMORT TRAS GM VECTRA 97/,,AMORT,0,"340,99",PC
GB27268,AMORT TRAS GM VECTRA 97/ 8/16V,,AMORT,0,"287,39",PC
52611S5JK01,AMORT TRAS HONDA CIVIC /02,,AMORT,0,"307,46",PC
B47788,AMORT TRAS MITSUBISHI L200 TODAS 4X4,,AMORT,0,"232,40",PC
22537M,AMORT TRAS MOTO HONDA TITAN 2003/,,AMORT,0,"120,97",PC
L13002M,AMORT TRAS RANGER 97/07,,AMORT,0,"328,54",PC
GB48004M,AMORT TRAS TO TOYOTA HILUX 96/,,AMORT,0,"287,27",PC
G32192,AMORT TRAS UNO 1.5 1.6R,,AMORT,0,"311,37",PC
7082160,AMORT TRAS UNO FIRE 2003/ KIT C/2 PECAS EXCETO WAY,,AMORT,0,"541,45",JG
B47509,AMORT TRAS VW FUSCA,,AMORT,0,"119,36",PC
B47857,AMORT TRAS VW GOL /94 B47554,,AMORT,0,"181,97",PC
377513029/AA,AMORT TRAS VW GOL 94/,,AMORT,0,"167,16",PC
B47097,AMORT TRAS VW GOL 94/ BOLA COFAP,,AMORT,0,"171,27",PC
B27106,AMORT TRAS VW GOLF /06,,AMORT,0,"267,94",PC
B27255,AMORT TRAS VW GOLF 95/98,,AMORT,0,"266,44",PC
GB27395,AMORT TRAS VW GOLF 99/,,AMORT,0,"361,88",PC
L12363,AMORT TRAS VW KOMBI 97/,,AMORT,0,"159,80",PC
BL1007,AMORT TRAS VW KOMBI CLIPPER,,AMORT,0,"151,15",PC
B47571,AMORT TRAS VW PARATI /96,,AMORT,0,"222,15",PC
379513029/H,AMORT TRAS VW PARATI 97/,,AMORT,0,"190,07",PC
B47099,AMORT TRAS VW PARATI 97/,,AMORT,0,"203,30",PC
B47561,AMORT TRAS VW PASSAT TDS,,AMORT,0,"130,56",PC
B47846,AMORT TRAS VW POLO 96/,,AMORT,0,"253,70",PC
325513029/10,AMORT TRAS VW SANTANA 91/98,,AMORT,0,"271,12",PC
B47570,AMORT TRAS VW SAVEIRO /97,,AMORT,0,"211,59",PC
BL1053,AMORT TRAS VW SAVEIRO 95/,,AMORT,0,"214,47",PC
BL1006,AMORT TRASEIRO OPALA/CARAVAN 4/6CIL /87,,AMORT,0,"200,39",PC
83765E,AMORT TRASEIRO TRACKER 98/ DIREITO,,AMORT,0,"349,39",PC
83766E,AMORT TRASEIRO TRACKER 98/ ESQUERDO,,AMORT,0,"349,39",PC
AMORT,AMORT USADO,,AMORT,0,"153,73",PC
361253,AMORTECEDOR A GAS TAMPA TRAS.UNO 10/...,,AMORT,1,"86,00",PC
361342,AMORTECEDOR ASTRA HATCH 1998 A ....,,AMORT,0,"82,58",PC
96529,AMORTECEDOR CAPO CAPTIVA,,AMORT,0,"167,96",PC
16284,AMORTECEDOR CAPO S10/BLAZER,,AMORT,2,"47,77",PC
361257,AMORTECEDOR FORD KA 2008/,,AMORT,2,"90,70",PC
97091,AMORTECEDOR MALA HILUX SW 05 A 16 DIR/ESQ,,AMORT,0,"206,19",PC
361258,AMORTECEDOR PORTA MALA AGILE,,AMORT,0,"89,20",PC
361246,AMORTECEDOR TAMPA ECOSPORT 2012,,AMORT,2,"79,97",PC
APX0449,AMORTECEDOR TAMPA IDEA,,AMORT,0,"101,64",PC
96323,AMORTECEDOR TAMPA MALA FOX/CROSSFOX 03>,,AMORT,2,"91,93",PC
AMGM017,AMORTECEDOR TAMPA ONIX,,AMORT,3,"86,22",PC
96495,AMORTECEDOR TAMPA POLO CAPO GOLF IV,,AMORT,0,"129,24",PC
96171,AMORTECEDOR TAMPA TRAS CELTA 2000.....,,AMORT,0,"112,85",PC
96271,AMORTECEDOR TAMPA TRAS CORSA 2001/,POR,AMORT,0,"100,81",PC
361268,AMORTECEDOR TAMPA TRAS DUSTER,,AMORT,0,"79,97",PC
16122,AMORTECEDOR TAMPA TRAS FI ELBA C/LIMPADOR,,AMORT,0,"91,96",PC
96280,AMORTECEDOR TAMPA TRAS FI PALIO CELTA 2005/..,,AMORT,4,"80,35",PC
96138,AMORTECEDOR TAMPA TRAS FI UNO,J-1,AMORT,4,"75,78",PC
361263,AMORTECEDOR TAMPA TRAS HB20,,AMORT,2,"87,24",PC
8010X,AMORTECEDOR TAMPA TRAS HILUX 2016/2024 UNIDADE,,AMORT,2,"299,00",PC
96475,AMORTECEDOR TAMPA TRAS PALIO WEEKEND 04/,,AMORT,2,"69,37",PC
8008X,AMORTECEDOR TAMPA TRAS RANGER 2013/2024 UNIDADE,,AMORT,2,"299,00",PC
8009X,AMORTECEDOR TAMPA TRAS S-10 2020/2023 UNIDADE,,AMORT,2,"299,00",PC
8011X,AMORTECEDOR TAMPA TRAS TRITON 2017/ UNIDADE,,AMORT,2,"299,00",PC
16004,AMORTECEDOR TAMPA TRAS VW GOL 91/95 1.6 C/LIMP,,AMORT,1,"96,56",PC
96008,AMORTECEDOR TAMPA TRAS VW GOL GV/GVI,,AMORT,5,"85,00",PC
96210,AMORTECEDOR TAMPA TRAS VW GOL II/III/IV,J-1,AMORT,2,"90,61",PC
99308,AMORTECEDOR TAMPA TRAS VW PARATI 99/ESCORT,,AMORT,0,"145,75",PC
16001,AMORTECEDOR TAMPA TRAS VW PASSAT,,AMORT,1,"64,92",PC
361105,AMORTECEDOR TAMPA TRAS. GOLF 97/03,,AMORT,0,"82,58",PC
